"ResponseId","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q26","Q27","Q28","Q29","Q30","Age.Group","Country.of.Subsidiary","Gender","Locale"
"R_25uz0HDxtgrCAqa",4,4,4,4,4,4,5,5,4,4,4,5,4,5,5,5,NA,1,NA,4,4,3,3,5,5,4,5,5,5,5,5,5,4,7,2,4,5,"1,2,3","45 to less than 55","Germany","Female","Germany"
"R_2wssNJ88yMCtvWi",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,5,1,1,1,1,4,5,5,5,5,7,4,4,7,"1,3,5","25 to less than 35","USA","Male","USA"
"R_T7dkxelS4Cld0SR",4,4,3,4,4,4,4,4,2,3,3,4,4,4,4,4,NA,5,5,3,3,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,7,"2,5,6","45 to less than 55","Mexico","Male","Mexico"
"R_3nj7UuXAzbUx5U5",5,4,4,4,5,5,5,4,4,3,5,4,5,5,5,4,7,NA,NA,5,4,1,2,5,1,3,5,1,2,2,2,2,2,5,5,5,5,"1,3,4","25 to less than 35","USA","Male","USA"
"R_YbKNg5iEO0q4IA9",4,4,3,3,4,5,5,4,3,2,3,4,4,4,4,4,NA,5,5,2,5,2,2,5,5,5,5,5,4,3,5,4,5,1,2,2,1,"1,3,5","25 to less than 35","France","Female","France"
"R_1hWRLGSkcI4Tmbk",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,"1,2,3","35 to less than 45","China","Male","China"
"R_poNMfwbhQQWPbWN",3,4,2,3,3,4,4,3,3,2,4,3,4,4,4,4,NA,5,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,2,2,2,7,"1,2,3","55 years or over","USA","Male","USA"
"R_1H0lsaZ7sLf3zht",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,4,3,2,5,5,5,5,5,5,5,5,5,5,4,4,5,8,"2,3,5","35 to less than 45","USA","Male","USA"
"R_1Hja7GbssiFgiTw",4,4,4,3,1,4,5,4,4,4,4,3,5,5,5,4,7,2,5,2,1,3,1,1,2,1,3,4,4,4,2,1,1,4,4,5,8,"5","45 to less than 55","Colombia","Female","Colombia"
"R_1ffTRJZtaBZRcGW",4,4,3,4,5,4,4,4,4,5,4,4,5,5,5,5,7,NA,3,3,1,1,1,5,5,5,5,5,5,5,5,5,5,4,1,5,5,"5,7","35 to less than 45","USA","Male","USA"
"R_3OrAI0BdntYhplU",4,4,3,2,4,3,5,3,3,5,4,5,5,4,4,4,NA,5,4,3,1,2,1,NA,5,4,4,5,5,5,5,5,5,2,5,4,5,"1,2,3","45 to less than 55","Germany","Female","Germany"
"R_28FF5kZ9GxBoLne",4,5,3,3,2,3,5,3,4,4,4,5,4,4,3,4,NA,5,5,3,2,2,2,5,5,5,5,5,5,4,5,5,5,4,5,4,7,"2,5,6","25 to less than 35","France","Female","France"
"R_2VDZzQlTO7IX4IZ",4,4,4,3,2,3,4,4,3,3,3,3,4,4,4,4,NA,5,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,4,4,5,"2,3,5","35 to less than 45","USA","Female","USA"
"R_9Xmvuebd7QLIDzb",5,5,3,4,5,4,5,3,4,4,3,3,4,3,3,NA,4,5,5,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,4,4,5,"3,4,5","55 years or over","USA","Male","USA"
"R_2v2KMNdY7WQysfa",3,3,1,1,2,4,1,1,3,1,2,1,5,5,5,5,7,NA,NA,1,1,2,2,5,3,4,3,3,3,4,4,5,5,7,1,2,4,"3,5,7","55 years or over","USA","Male","USA"
"R_3HOh6vKahFZj2tA",5,5,4,5,1,4,4,5,5,5,5,5,5,5,5,5,7,5,3,5,5,5,5,3,3,3,3,3,1,1,3,1,3,5,6,1,8,"2","25 to less than 35","China","Male","China"
"R_2Vg6yrT7LcUvj6T",5,4,3,4,3,5,4,3,4,5,4,4,5,5,5,5,NA,1,3,2,2,1,2,4,4,4,4,3,4,5,5,5,5,4,4,5,8,"2,3,4","45 to less than 55","Italy","Male","Italy"
"R_2y2yxGxmmOZ9PSr",4,5,3,4,4,5,5,5,4,5,5,5,5,5,5,5,7,NA,3,3,2,2,3,5,3,3,3,3,4,3,5,5,5,4,5,5,8,"3,4,6","45 to less than 55","USA","Male","USA"
"R_3EZicXSB8EtX7di",4,4,4,5,5,5,5,5,3,4,4,4,5,5,5,4,NA,4,4,4,3,2,2,3,4,3,3,4,5,5,2,3,3,4,4,2,5,"1,2,3","35 to less than 45","USA","Male","USA"
"R_2xVp3nxphoOSWMA",5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,NA,5,3,4,1,2,1,5,5,5,5,5,5,5,5,5,5,4,2,6,8,"1,2,6","25 to less than 35","USA","Male","USA"
"R_3m2aiWAM6b01qKM",5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,NA,1,5,4,4,4,4,4,5,4,4,5,5,4,3,4,5,4,4,4,7,"1,5","35 to less than 45","France","Male","France"
"R_9KMHLxAoqHnbkop",4,4,5,4,4,5,4,4,4,4,5,4,5,5,5,5,NA,2,NA,4,4,3,3,5,5,5,5,5,5,5,5,5,5,4,5,4,7,"2,3,5","35 to less than 45","USA","Male","USA"
"R_2rl63oNcH8w1pjC",4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,NA,NA,2,2,2,1,4,4,5,4,3,3,4,3,4,5,2,4,4,5,"5,6","35 to less than 45","Guatemala","Male","Guatemala"
"R_1kGQiJJBu12IK5k",4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,5,NA,5,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,5,8,"1,2,3","45 to less than 55","Brazil","Male","Brazil"
"R_27dvvdZXxplRvti",5,4,4,4,4,5,5,3,3,3,4,5,5,5,5,5,6,3,3,4,2,2,4,4,5,4,5,5,5,5,5,5,5,2,5,5,7,"1,2,3","25 to less than 35","Uruguay","Female","Uruguay"
"R_p4yzMBGNZpWLTIB",4,4,3,4,3,5,5,3,3,1,4,1,5,5,5,5,2,5,3,4,4,2,3,5,5,5,5,5,5,5,5,5,5,4,4,5,8,"1,2,3","25 to less than 35","Brazil","Female","Brazil"
"R_2eUQrVJcFZh7NwX",4,5,5,5,1,3,5,4,4,3,5,3,5,3,5,3,7,5,3,3,4,2,1,3,3,3,3,3,3,3,3,3,3,7,2,2,8,"1,3,7","35 to less than 45","Germany","Female","Germany"
"R_ymbUzHvu4mkR0zv",4,3,2,2,3,3,4,2,2,4,4,3,4,4,4,4,7,NA,NA,2,1,4,3,5,5,5,5,5,5,5,5,5,5,2,4,5,1,"3,5,7","45 to less than 55","Germany","Male","Germany"
"R_3IaRPV43wADuBTb",4,5,3,4,4,5,4,4,4,4,5,4,5,5,5,4,5,3,3,4,4,4,3,5,5,3,3,4,5,5,NA,5,5,4,4,2,5,"1,2,3","45 to less than 55","USA","Female","USA"
"R_1jUI9FqV38xsNVs",5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,NA,5,NA,5,5,5,3,5,4,5,5,3,3,4,4,4,5,2,5,5,7,"1,2,5","35 to less than 45","Colombia","Male","Colombia"
"R_3nBJK8pV2yAckvM",4,4,4,4,2,4,5,4,3,3,3,2,4,5,4,3,NA,5,4,3,4,3,3,4,5,3,3,5,5,3,4,4,5,2,5,4,5,"1,3,6","45 to less than 55","USA","Male","USA"
"R_1CD3WqnVaemU2TC",5,5,3,3,3,4,4,3,4,3,2,4,5,5,5,4,NA,NA,3,4,3,3,3,5,4,4,4,4,3,4,4,4,4,2,4,4,5,"1,3,6","25 to less than 35","India","Male","India"
"R_3HN60Z1ertiwqwh",3,3,2,3,2,5,5,5,5,5,4,4,4,4,4,4,NA,2,3,4,2,2,3,5,5,3,5,5,5,3,5,4,4,4,5,6,8,"5,6","45 to less than 55","Mexico","Male","Mexico"
"R_2Sq3rfCwgumEZAa",4,4,4,5,3,4,3,4,5,4,4,3,4,5,4,4,NA,NA,NA,3,4,3,4,4,5,4,5,5,4,5,4,5,4,4,5,5,8,"2,3,5","25 to less than 35","China","Male","China"
"R_Z2WFLdxSFWDXEpH",4,4,3,4,5,5,5,5,4,5,5,5,5,5,4,4,NA,5,3,5,4,2,3,5,5,4,5,5,5,5,5,5,5,4,2,2,8,"1,2,3","55 years or over","USA","Male","USA"
"R_0oXl9v0EIcfUFBD",4,4,4,3,3,5,3,3,2,2,4,2,4,4,4,3,NA,5,NA,2,1,3,2,5,5,5,5,5,5,5,5,5,5,2,5,4,7,"1,3,5","35 to less than 45","USA","Female","USA"
"R_8iW895kVIfurn5T",4,4,3,4,4,4,4,3,4,3,2,3,5,5,5,5,7,2,1,3,2,2,1,4,4,4,4,4,4,5,5,5,5,4,2,4,8,"6","45 to less than 55","Mexico","Male","Mexico"
"R_1Pd5apN2wfK6XgD",4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,NA,5,5,4,4,4,4,5,5,4,4,5,5,4,4,5,5,4,5,6,8,"2,5,6","55 years or over","Argentina","Female","Argentina"
"R_2foFpJ3Qr3Jd8wr",4,5,4,4,4,5,5,4,3,4,5,5,5,5,4,4,NA,NA,NA,4,4,5,3,5,5,4,4,3,3,4,4,3,4,4,5,5,8,"3,5,6","45 to less than 55","Mexico","Male","Mexico"
"R_0uDjTIX6n4OjNZv",5,4,3,4,5,4,4,5,4,4,5,4,5,5,5,3,NA,5,NA,3,3,3,3,5,5,5,5,5,5,4,4,4,5,4,5,4,7,"1,3,4","45 to less than 55","USA","Female","USA"
"R_AI2ZgW31zaMpdRL",5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,NA,NA,NA,4,4,3,3,5,5,2,5,5,5,4,5,5,5,4,4,4,5,"1,3,5","45 to less than 55","Mexico","Male","Mexico"
"R_A0tcfMCyNSAMBzz",3,4,2,3,2,3,4,3,2,2,3,3,5,5,4,4,2,5,NA,2,1,2,1,5,5,4,5,4,5,5,5,5,5,2,2,4,5,"1,3,4","45 to less than 55","USA","Male","USA"
"R_BqOP3PTbr1trkcx",5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,NA,1,NA,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,2,4,8,"1,2,3","25 to less than 35","USA","Male","USA"
"R_2zvRX0bjvZJJDDx",5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,NA,5,5,2,3,2,2,5,4,4,4,4,4,4,4,5,5,2,4,4,7,"2,3,5","25 to less than 35","Germany","Male","Germany"
"R_2VIvLAwHmLJbnRz",5,5,5,5,4,4,1,4,5,5,1,5,5,5,5,4,NA,2,5,4,4,1,1,5,5,5,5,5,5,5,5,5,5,2,1,1,1,"3,4,5","55 years or over","USA","Male","USA"
"R_xtGatcPE8FC1Na9",4,4,2,4,4,5,5,4,3,4,4,4,5,5,4,4,NA,5,4,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,6,4,7,"1,4,5","25 to less than 35","Germany","Female","Germany"
"R_d6xqXkOQ2Mcj8M9",3,4,3,3,3,4,4,3,3,2,3,3,5,5,5,4,NA,5,4,3,1,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,8,"2,3,4","35 to less than 45","Guatemala","Female","Guatemala"
"R_2y9qR4k7vaqM2l1",4,4,3,3,3,3,3,3,3,2,3,3,5,5,4,4,NA,5,3,2,2,4,3,5,5,5,5,5,5,5,5,5,5,2,4,4,5,"2,3,5","45 to less than 55","USA","Female","USA"
"R_2Y8Tld3M3glQ9OQ",3,4,4,3,1,5,5,3,4,3,4,1,5,4,5,5,NA,5,3,4,3,2,2,5,5,3,3,5,NA,2,3,3,3,2,4,5,7,"1,3,4","45 to less than 55","Italy","Male","Italy"
"R_3P78WL36gk7wXz2",4,5,3,4,4,4,3,3,3,4,4,4,4,4,4,4,7,NA,NA,2,1,2,2,5,5,5,5,5,5,5,5,5,5,7,2,4,8,"1,2,5","45 to less than 55","USA","Female","USA"
"R_2D8mCQruxYjmKlW",5,5,3,5,1,5,5,5,4,3,5,5,4,4,5,5,NA,1,NA,4,3,3,3,5,5,5,5,5,5,5,5,5,5,2,2,4,7,"3","45 to less than 55","Mexico","Female","Mexico"
"R_3OdhkHSNZnWvgJS",5,4,3,3,4,4,4,4,4,4,4,4,5,5,5,4,NA,5,4,4,2,4,3,5,5,4,5,5,5,5,5,5,5,2,4,4,7,"1,3,6","45 to less than 55","USA","Male","USA"
"R_1rdecDhkusV50F2",2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,NA,3,1,1,1,4,3,4,4,3,3,3,3,3,3,2,2,4,5,"1,3,6","35 to less than 45","Russian Fed.","Female","Russian Fed."
"R_3NOHWdYD2hozjau",5,5,4,4,4,5,4,5,4,4,4,4,5,5,5,5,1,5,5,3,1,4,4,5,5,5,5,5,5,5,4,4,4,4,1,4,8,"3,5,6","35 to less than 45","Colombia","Male","Colombia"
"R_2EElSsGim55n44H",4,4,4,4,3,4,5,4,4,2,3,3,4,4,4,4,NA,NA,NA,3,2,1,1,5,5,5,5,5,5,5,5,5,5,4,2,4,7,"5,6,7","35 to less than 45","USA","Male","USA"
"R_2taQ38Xnuee98os",4,4,5,4,4,4,4,4,3,3,5,3,5,5,5,5,5,5,NA,4,3,4,4,5,5,5,5,5,5,4,5,5,5,2,4,5,8,"2,3,6","25 to less than 35","Brazil","Female","Brazil"
"R_27fZtOVML4dIx0k",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,8,"1,6","35 to less than 45","Mexico","Female","Mexico"
"R_Tnjvobz2TCeFoLn",5,5,4,3,3,3,4,3,3,5,2,4,5,5,5,2,NA,5,3,3,2,4,3,5,4,4,3,3,5,5,4,5,5,4,5,5,7,"2","35 to less than 45","Mexico","Male","Mexico"
"R_27kYjL8WsCp71JF",4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,NA,5,5,5,5,5,5,4,4,3,4,4,5,5,5,5,5,4,5,5,7,"2,5,6","25 to less than 35","Mexico","Female","Mexico"
"R_1QrN7TTtn6ryC9v",4,4,4,2,4,4,3,3,4,5,4,4,4,4,4,4,NA,NA,4,2,1,2,1,4,3,2,2,4,3,4,3,3,4,5,4,4,7,"1,2,3","35 to less than 45","Germany","Female","Germany"
"R_3KuyCPknyvHI9md",4,4,5,4,4,4,4,4,3,2,4,3,4,5,5,5,NA,2,NA,4,4,4,4,4,5,4,5,5,5,3,4,4,5,4,4,5,7,"1,2,3","35 to less than 45","USA","Female","USA"
"R_2QPNIoaq4vTFjBg",4,4,4,4,5,5,5,4,1,3,3,3,4,4,4,4,NA,2,5,5,5,5,4,5,4,5,4,4,4,4,4,5,4,4,5,6,8,"5,6","45 to less than 55","Mexico","Female","Mexico"
"R_yF43WzNkEdYQDXb",5,5,2,3,2,4,4,1,3,3,4,3,2,2,2,3,NA,5,5,3,1,2,1,5,2,2,3,3,2,5,5,5,5,1,2,2,8,"2,5","25 to less than 35","USA","Female","USA"
"R_2YtsrayIEFmHe9i",4,5,4,3,4,3,4,3,4,3,4,5,4,4,5,4,NA,5,5,2,4,4,4,4,4,4,5,3,3,3,4,4,4,7,4,5,5,"1,3,6","45 to less than 55","Brazil","Female","Brazil"
"R_cOqodoNtxFA3JsJ",2,4,1,3,2,4,4,3,3,4,4,2,4,4,4,4,NA,5,4,3,5,3,2,4,4,4,4,4,4,5,4,4,5,2,4,4,8,"1,2,3","35 to less than 45","USA","Male","USA"
"R_3h58wubabLJYJvw",4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,4,NA,5,4,3,2,3,3,4,5,4,5,5,5,4,4,4,4,5,5,5,8,"2,5,6","45 to less than 55","Guatemala","Male","Guatemala"
"R_3NTVf8wFqOLSA0Y",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,NA,5,NA,4,4,5,4,4,3,4,4,4,5,5,4,4,3,5,6,5,7,"1,5","25 to less than 35","Germany","Male","Germany"
"R_3CJYVId4NFHVBou",3,3,2,2,1,3,2,2,1,3,3,2,4,5,5,4,7,5,5,2,2,4,4,4,4,4,4,4,3,3,2,2,3,1,2,4,5,"7","25 to less than 35","India","Male","India"
"R_1mK7matZc01QJBp",4,4,3,3,3,5,5,5,4,4,4,3,5,5,5,5,NA,5,5,4,4,3,4,3,1,3,4,2,3,3,3,3,3,4,5,5,8,"1,2,6","45 to less than 55","Peru","Male","Peru"
"R_2Se402v0ygSJqcB",5,5,2,4,5,5,4,3,5,5,4,3,4,5,5,3,NA,5,5,3,4,4,4,1,1,3,1,1,1,1,1,3,1,2,4,5,5,"1,5,6","45 to less than 55","USA","Female","USA"
"R_2QhV58rsqvawAsa",5,4,4,5,4,5,4,5,5,4,4,5,5,5,5,5,NA,1,3,3,3,4,3,5,4,3,3,5,5,5,5,5,5,4,5,5,8,"2,5,6","25 to less than 35","China","Male","China"
"R_1opDjzZa1NGU7QM",4,4,3,4,3,4,2,2,3,3,4,4,3,2,2,2,7,5,3,2,1,1,1,5,3,5,5,3,2,3,5,4,4,1,1,1,1,"1,3,5","45 to less than 55","USA","Female","USA"
"R_3qrJVIN77QFaAqO",5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,NA,5,5,5,4,4,4,4,5,4,NA,5,5,5,4,4,4,4,4,2,8,"1,2,3","45 to less than 55","USA","Male","USA"
"R_eEPFTn3ktSH07xD",4,4,4,4,3,4,3,3,3,2,4,3,5,5,5,3,NA,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,2,4,2,8,"1,3,6","45 to less than 55","USA","Male","USA"
"R_BxkjricPETohCdr",4,4,5,4,3,4,4,4,3,5,4,5,4,4,5,4,NA,5,NA,2,1,1,1,3,4,3,4,4,4,3,2,3,3,7,2,2,5,"1,3,5","25 to less than 35","USA","Male","USA"
"R_2YuoAiMXmFTRtJs",4,5,3,3,3,3,5,5,3,3,5,5,5,5,5,5,NA,2,3,4,3,3,2,5,5,4,4,4,4,3,5,5,5,4,5,5,8,"1,2,3","less than 25","USA","Male","USA"
"R_1itJh6mRxTpOWl6",4,5,3,3,5,2,4,3,3,5,4,4,5,5,5,5,7,4,3,4,2,2,3,4,5,5,4,3,3,5,3,3,3,7,4,4,4,"1,3,7","55 years or over","USA","Male","USA"
"R_2du3xU0SFECzhZN",3,3,1,2,4,5,5,5,3,5,4,3,5,4,5,5,NA,5,5,4,4,4,5,3,5,4,5,5,5,5,5,3,5,4,5,5,7,"3,5,6","45 to less than 55","Mexico","Male","Mexico"
"R_11YOUew8gx1mnXf",4,4,3,3,3,3,3,3,2,2,4,4,4,4,4,4,NA,5,5,3,1,1,1,4,4,4,4,4,4,4,4,4,4,2,4,5,7,"1,2,3","45 to less than 55","USA","Male","USA"
"R_1jf9l0k2uT3MD7t",4,4,3,4,4,5,5,5,4,4,4,4,4,4,4,4,NA,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,8,"3,5,6","35 to less than 45","Mexico","Male","Mexico"
"R_33lpQDKAToV8hyr",3,4,4,2,3,5,5,3,2,2,4,2,4,4,4,3,NA,2,3,3,5,3,2,5,3,5,3,3,4,4,5,5,5,7,2,4,8,"1,3,5","25 to less than 35","USA","Male","USA"
"R_1mVhZGZ24V6kY5D",3,3,3,3,1,4,5,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,2,2,4,4,3,4,3,3,3,4,4,4,4,5,5,5,"3,6","35 to less than 45","USA","Female","USA"
"R_UEktGWa1ymH3OV3",3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,6,8,"2,3,6","25 to less than 35","China","Male","China"
"R_1mFpZkd47tJR0Ol",5,5,4,4,4,5,5,4,4,4,4,4,5,5,5,5,NA,5,NA,4,4,4,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,"1,2,6","25 to less than 35","Colombia","Female","Colombia"
"R_2v7JCGXJOspSnvP",4,4,5,5,4,4,5,5,2,2,4,1,5,5,5,4,7,NA,3,4,2,2,2,3,1,3,3,2,3,3,3,5,4,4,4,5,7,"1,3,5","45 to less than 55","USA","Female","USA"
"R_23TC9DhVFXDGoB6",4,4,4,4,3,4,4,3,3,2,3,3,4,5,5,4,NA,2,NA,3,4,2,1,3,5,2,4,5,4,4,3,3,4,7,5,4,4,"6","45 to less than 55","Mexico","Male","Mexico"
"R_2zdcrN9R6fYjJKE",4,4,4,4,4,4,4,4,4,3,4,3,5,5,5,5,NA,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,2,6,6,7,"1,5,6","25 to less than 35","USA","Female","USA"
"R_3hzSnEgGWoAvy8o",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,4,3,5,2,5,5,5,5,5,5,7,5,6,8,"1,5,6","less than 25","China","Female","China"
"R_2dA34tsZOCPgfOx",5,5,5,5,5,4,4,4,4,1,1,2,5,5,5,5,NA,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,4,6,7,"1,5,6","55 years or over","USA","Female","USA"
"R_1LiZ5kJwfF2ph6j",5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,NA,NA,5,5,5,5,5,1,4,3,5,5,4,4,4,4,5,2,4,6,7,"2,3,6","25 to less than 35","India","Female","India"
"R_2qw9hESUZApvQz9",3,4,4,3,3,4,5,2,1,5,3,3,5,5,5,4,NA,2,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,6,5,"1,3,5","25 to less than 35","USA","Male","USA"
"R_2dKFzM5tGYSYGtC",4,3,2,3,4,5,5,4,3,4,5,4,4,4,4,4,2,2,5,5,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,2,8,"3,5","25 to less than 35","Uruguay","Male","Uruguay"
"R_AMY6jQYnHQjh8sx",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,4,NA,4,1,2,1,2,2,2,4,3,2,4,3,4,3,5,6,2,8,"1,2,3","35 to less than 45","USA","Male","USA"
"R_1pWMoJS78WT3JW0",4,4,5,4,5,5,4,4,3,4,4,4,5,4,5,3,NA,4,NA,4,3,1,1,5,5,4,4,4,3,5,4,5,4,2,4,5,5,"1,3,4","45 to less than 55","USA","Male","USA"
"R_1DCrf5l79Rv5Pdr",4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,NA,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,5,"5","25 to less than 35","Mexico","Female","Mexico"
"R_5yxBkIz3wrN3rwJ",4,4,4,5,5,3,4,4,4,3,4,4,3,3,4,4,NA,5,4,4,3,4,3,4,4,3,3,1,3,5,4,3,4,4,4,2,4,"1,2,3","35 to less than 45","Italy","Male","Italy"
"R_V2soGjpAEm38jVD",4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,8,"1,2,6","35 to less than 45","USA","Female","USA"
"R_vvhpA6ttOL4flWF",5,5,3,4,5,5,5,5,5,4,4,4,5,5,5,5,NA,5,5,4,2,2,2,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"2,3,6","55 years or over","USA","Male","USA"
"R_2QM4b7pxI1KGWI1",4,4,3,3,1,3,4,4,3,1,3,1,4,5,4,4,2,5,NA,3,1,2,3,4,4,4,4,4,4,4,3,3,4,7,2,2,4,"1,2,3","25 to less than 35","USA","Female","USA"
"R_1rxiyx4I2RUO5Ry",4,5,4,4,4,4,4,4,3,3,4,4,5,5,5,5,NA,NA,5,3,3,3,2,2,2,2,2,2,2,3,3,3,3,4,5,5,8,"1,3,6","55 years or over","USA","Female","USA"
"R_20NfWtmLKusSMpp",5,5,4,5,4,5,4,5,5,4,5,5,5,5,4,5,NA,5,4,4,5,4,3,5,5,3,5,5,5,4,4,4,4,4,4,4,8,"1,2,3","55 years or over","Germany","Male","Germany"
"R_stWPr07ImUp8vSh",5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,NA,5,5,3,3,3,3,5,2,5,5,4,4,3,3,4,4,2,4,2,7,"1,2,3","45 to less than 55","USA","Male","USA"
"R_1NhldKQ7brKFQFi",5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,NA,1,NA,4,4,4,4,4,5,3,4,4,5,5,4,5,5,2,4,5,5,"1,5,6","45 to less than 55","Taiwan","Female","Taiwan"
"R_yvGlirwdPazsCiJ",4,4,4,4,5,4,4,3,3,4,4,4,5,5,5,5,NA,2,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,2,4,5,8,"1,2,3","25 to less than 35","USA","Female","USA"
"R_3CW1wPQBx3xXaSp",3,3,2,3,3,4,4,3,3,3,4,4,4,4,4,4,NA,2,5,3,2,3,3,4,4,4,4,4,2,3,3,3,3,2,4,4,5,"1,5,6","35 to less than 45","Chile","Female","Chile"
"R_1Ib1e49CDrENQsu",5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,NA,2,4,5,4,1,1,5,5,4,5,5,5,5,4,5,5,7,1,2,7,"2,5","35 to less than 45","Mexico","Female","Mexico"
"R_3rMXrbXSduIckmT",4,5,4,4,4,4,4,3,4,4,4,4,5,5,5,4,NA,5,5,3,3,4,3,5,4,4,4,4,5,5,4,5,5,4,5,4,8,"1,2,3","45 to less than 55","USA","Male","USA"
"R_z7Qk2JVrLSXSze1",4,4,4,4,4,5,4,3,4,5,5,4,5,5,5,5,NA,2,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"1,2,3","45 to less than 55","USA","Male","USA"
"R_u9beCI37CgBnvP3",5,4,3,4,5,4,5,5,4,5,4,4,4,3,4,3,NA,NA,5,3,2,4,4,5,5,3,3,3,5,5,4,4,5,2,4,2,4,"1,2,3","35 to less than 45","Germany","Female","Germany"
"R_10wNyF4wnqutP2A",4,4,2,3,3,3,4,3,5,2,4,4,5,5,4,4,NA,2,5,4,3,4,4,4,5,NA,5,2,5,3,3,4,4,2,5,4,7,"1,3,6","45 to less than 55","Germany","Male","Germany"
"R_AFIqCRIPhSNeW7T",3,4,4,4,2,3,3,2,2,4,3,3,4,4,4,4,1,5,NA,2,2,2,2,3,1,2,2,1,2,2,2,2,3,2,5,5,5,"1,3,5","25 to less than 35","USA","Female","USA"
"R_29deXuJvMxU35j3",4,4,3,4,4,4,5,4,2,3,3,3,5,5,5,4,NA,5,5,4,2,2,2,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"1,2,3","35 to less than 45","USA","Female","USA"
"R_1pMNGHHnf5rt9Ck",5,4,4,3,1,4,4,3,1,4,4,4,4,4,4,3,NA,5,4,2,5,4,4,5,5,5,5,2,4,4,3,5,5,4,5,5,8,"2,3,5","25 to less than 35","USA","Female","USA"
"R_2VIInpS6GVfssfg",5,4,3,3,2,5,5,4,4,4,5,5,5,4,4,3,NA,5,5,3,1,3,1,5,4,4,3,3,5,5,5,5,3,4,5,5,8,"2,3,6","35 to less than 45","Brazil","Female","Brazil"
"R_1mUVzigYxLSNTUf",4,4,2,4,2,3,4,4,4,4,4,4,5,5,4,4,NA,5,5,3,4,4,3,4,4,4,4,2,4,4,4,4,4,7,4,5,4,"2,3,5","45 to less than 55","USA","Female","USA"
